,Name,Record,Height,Weight,Reach,DOB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub Avg,wins,draws,losses,age,STANCE_Orthodox,STANCE_Southpaw,STANCE_Switch,ELO
3808,Yoshihiro Akiyama,Record: 14-6-0 (2 NC),70.0,170.0,75.0,1975-07-29,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0,14,0,6,50,True,False,False,0.0453576375019802
3809,Ethyn Ewing,Record: 9-2-0,66.0,145.0,69.0,1998-02-16,5.67,0.52,5.13,0.47,3.0,0.6,1.0,0.0,9,0,2,27,True,False,False,1.0521384644221705
3810,Nasrat Haqparast,Record: 18-6-0,70.0,155.0,72.0,1995-08-22,6.36,0.45,6.0,0.63,0.34,0.2,0.86,0.0,18,0,6,30,False,True,False,0.21707687164996992
3811,Steven Nguyen,Record: 10-2-0,71.0,145.0,73.0,1993-05-19,7.47,0.42,7.1,0.6,0.24,1.0,0.88,0.0,10,0,2,32,False,False,True,0.5120781860690156
3813,Hilarie Rose,Record: 4-2-0,63.0,115.0,63.0,1992-11-11,2.33,0.33,6.13,0.44,0.0,0.0,1.0,0.0,4,0,2,33,True,False,False,-0.8263657373629723
3814,Francisco Figueiredo,Record: 13-5-1 (1 NC),66.0,125.0,68.0,1989-10-23,2.04,0.61,2.59,0.61,2.51,0.75,0.76,0.4,13,1,5,36,False,True,False,0.6434720237793237
3816,Taylor Moore,Record: 10-5-0,70.0,135.0,70.0,1993-10-16,0.2,0.75,2.07,0.42,0.0,0.0,0.25,0.0,10,0,5,32,False,True,False,-0.1859114183316519
3817,Krzysztof Soszynski,Record: 26-12-1,73.0,205.0,77.0,1977-08-02,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,26,1,12,48,False,False,False,0.05798569825706293
3820,Hugo Viana,Record: 8-4-0,66.0,135.0,67.0,1982-09-26,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0,8,0,4,43,True,False,False,0.007513994297732393
3821,Christian Wellisch,Record: 8-5-0,74.0,234.0,77.0,1975-09-13,3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,8,0,5,50,True,False,False,0.03876938827156108
3822,Reinier de Ridder,Record: 21-3-0,76.0,185.0,78.0,1990-09-07,2.2,0.53,2.04,0.48,2.68,0.3,0.5,0.7,21,0,3,35,False,True,False,1.02562054818653
3826,Cameron Smotherman,Record: 12-6-0,69.0,135.0,69.0,1997-09-17,4.07,0.37,3.52,0.58,0.0,0.0,0.62,0.0,12,0,6,28,True,False,False,0.05231299627255317
3827,Ildemar Alcantara,Record: 21-11-0,74.0,185.0,78.0,1982-11-18,1.93,0.38,2.63,0.5,2.0,0.68,0.81,0.9,21,0,11,43,True,False,False,0.22455732636990894
3831,Luana Carolina,Record: 11-5-0,66.0,135.0,69.0,1993-06-11,4.65,0.51,3.46,0.51,0.3,0.37,0.68,0.6,11,0,5,32,True,False,False,0.6828790030045188
3832,Matt Grice,Record: 15-5-0,68.0,145.0,70.0,1981-07-29,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,15,0,5,44,True,False,False,0.3234069223888936
3840,Stipe Miocic,Record: 20-5-0,76.0,240.0,80.0,1982-08-19,4.67,0.52,4.01,0.52,1.74,0.34,0.65,0.0,20,0,5,43,True,False,False,0.27283815280698154
3842,Juan Espino,Record: 11-2-0,75.0,255.0,80.0,1980-10-09,2.38,0.7,1.95,0.4,8.93,0.78,0.5,2.4,11,0,2,45,True,False,False,0.24059888641044302
3849,Ronaldo Rodriguez,Record: 17-3-0,66.0,125.0,65.0,1999-05-07,2.71,0.43,3.8,0.44,1.09,0.36,0.64,0.8,17,0,3,26,True,False,False,0.4907417595414855
3851,Jon Jones,Record: 28-1-0 (1 NC),76.0,248.0,84.0,1987-07-19,4.38,0.58,2.24,0.64,1.89,0.45,0.95,0.5,28,0,1,38,True,False,False,1.2644914277704717
3854,Ronnie Lawrence,Record: 8-2-0 (1 NC),68.0,135.0,68.0,1992-06-13,2.78,0.56,1.75,0.52,6.75,0.77,0.45,0.2,8,0,2,33,False,False,True,1.1222317850464878
3856,Ryan Jensen,Record: 21-8-0,73.0,185.0,76.0,1977-09-20,2.84,0.39,2.99,0.59,1.55,0.5,0.31,1.9,21,0,8,48,True,False,False,0.10444885084730644
3858,Isaac Vallie-Flagg,Record: 16-7-1,68.0,155.0,70.0,1978-04-08,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0.0,16,1,7,47,True,False,False,0.0025041498936462553
3860,Anthony Birchak,Record: 16-8-0,68.0,135.0,69.0,1986-05-16,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5,16,0,8,39,True,False,False,0.20625897767429327
3862,Michel Quinones,Record: 8-3-0,70.0,155.0,73.0,1984-12-22,2.91,0.29,5.98,0.48,0.0,0.0,0.36,0.0,8,0,3,41,True,False,False,-0.1623727679640224
3863,Rustam Khabilov,Record: 24-4-0,68.0,155.0,73.0,1986-11-04,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,24,0,4,39,True,False,False,0.6840804128547598
3865,Dequan Townsend,Record: 21-12-0,75.0,205.0,79.0,1986-05-11,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0,21,0,12,39,True,False,False,-0.3032745588437374
3867,Calvin Kattar,Record: 23-10-0,71.0,145.0,72.0,1988-03-26,4.41,0.37,6.55,0.54,0.34,0.29,0.77,0.1,23,0,10,37,True,False,False,-0.3401919170234216
3868,Andrew Sanchez,Record: 13-7-0,73.0,185.0,74.0,1988-04-08,4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0,13,0,7,37,True,False,False,0.3110703669226189
3869,Karine Silva,Record: 19-5-0,65.0,125.0,67.0,1993-12-02,2.73,0.38,2.89,0.51,2.37,0.47,0.11,1.9,19,0,5,32,True,False,False,1.2864416848836109
3872,Marcio Alexandre Junior,Record: 17-4-0,72.0,185.0,75.0,1989-05-05,1.61,0.45,2.89,0.42,0.35,0.2,0.66,0.7,17,0,4,36,False,True,False,0.028239243826654718
3873,Fatima Kline,Record: 9-1-0,66.0,115.0,67.0,2000-07-12,5.01,0.5,2.71,0.57,2.02,0.58,0.5,0.0,9,0,1,25,True,False,False,1.2092937912489266
3877,Rafaello Oliveira,Record: 17-8-0,68.0,155.0,71.0,1982-01-26,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,17,0,8,43,True,False,False,0.30893947978244624
3880,Sabah Homasi,Record: 11-8-0,72.0,170.0,72.0,1988-10-19,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0,11,0,8,37,True,False,False,0.2454182829531706
3881,Alejandro Perez,Record: 23-9-1,66.0,135.0,67.0,1989-09-02,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3,23,1,9,36,True,False,False,0.33713170256620745
3882,Cam Rowston,Record: 13-3-0,75.0,185.0,78.0,1995-01-19,3.39,0.45,2.37,0.49,0.73,0.5,0.28,0.7,13,0,3,30,True,False,False,0.8870457300536905
3884,Mounir Lazzez,Record: 11-3-0,73.0,170.0,76.0,1987-11-16,7.49,0.55,5.42,0.53,1.8,0.57,0.71,0.0,11,0,3,38,True,False,False,0.7450991636223501
3885,Daniel Spohn,Record: 15-6-0,76.0,205.0,79.0,1984-10-12,2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5,15,0,6,41,False,True,False,0.28024242185694925
3887,Amanda Cooper,Record: 3-5-0,63.0,115.0,64.0,1991-10-22,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8,3,0,5,34,False,False,True,0.5043135898960788
3888,Ateba Gautier,Record: 9-1-0,76.0,185.0,81.0,2002-04-10,6.57,0.6,1.95,0.53,0.98,1.0,0.92,0.0,9,0,1,23,False,False,True,1.8016948096658845
3889,Priya Sharma,Record: 5-2-0,61.0,115.0,59.0,1991-08-29,1.33,0.16,3.2,0.4,0.0,0.0,0.55,0.0,5,0,2,34,True,False,False,-0.2782469304782624
3890,Allen Crowder,Record: 10-4-0 (1 NC),75.0,245.0,76.0,1989-11-08,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,10,0,4,36,True,False,False,0.5844138132860741
3892,Matt Bessette,Record: 22-9-0 (1 NC),70.0,145.0,70.0,1984-12-28,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3,22,0,9,40,True,False,False,0.18357192216560844
3893,Lyman Good,Record: 21-6-0 (1 NC),72.0,170.0,74.0,1985-05-26,5.34,0.48,4.01,0.63,0.27,1.0,0.75,0.0,21,0,6,40,True,False,False,0.5040894628015588
3894,Quinton Jackson,Record: 37-12-0,73.0,205.0,73.0,1978-06-20,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,37,0,12,47,True,False,False,0.13601198453296504
3895,Lv Zhenhong,Record: 16-6-0,68.0,145.0,67.0,1993-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,6,32,False,False,True,0.0
3899,Brandon Vera,Record: 15-7-0 (1 NC),75.0,230.0,78.0,1977-10-10,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,15,0,7,48,True,False,False,0.0595894520893291
3901,Josh Wick,Record: 12-6-0,69.0,155.0,69.0,1994-10-04,0.65,0.6,6.52,0.41,0.0,0.0,0.8,0.0,12,0,6,31,False,False,True,-1.5709879088592318
3902,Lerryan Douglas,Record: 13-5-0,69.0,145.0,72.0,1995-04-27,11.67,0.87,5.0,0.66,0.0,0.0,0.0,0.0,13,0,5,30,True,False,False,0.0
3905,Bobby Voelker,Record: 19-13-0,72.0,170.0,74.0,1979-04-26,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0,19,0,13,46,True,False,False,0.009515719837745724
3907,Steve Steinbeiss,Record: 9-4-0,75.0,185.0,75.0,1981-05-05,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0,9,0,4,44,True,False,False,0.17783326030010005
3909,Norma Dumont,Record: 13-2-0,67.0,135.0,67.0,1990-10-01,3.89,0.5,2.12,0.65,1.56,0.56,0.68,0.0,13,0,2,35,True,False,False,1.0496370162443884
3911,Jeremy Kennedy,Record: 11-1-0,71.0,145.0,71.0,1992-09-16,2.22,0.46,2.58,0.47,5.73,0.52,0.66,0.0,11,0,1,33,True,False,False,0.9998873164599763
3914,Pawan Maan,Record: 7-3-1,67.0,155.0,70.0,1986-04-06,0.89,0.44,2.98,0.43,0.0,0.0,0.0,0.0,7,1,3,39,True,False,False,0.0
3915,Marc-Andre Barriault,Record: 17-10-0 (1 NC),73.0,185.0,74.0,1990-02-18,5.7,0.47,5.63,0.5,0.37,0.28,0.68,0.1,17,0,10,35,True,False,False,0.18374629518836166
3916,Loma Lookboonmee,Record: 10-4-0,61.0,115.0,61.0,1996-01-18,3.67,0.55,2.52,0.53,1.81,0.5,0.68,0.1,10,0,4,29,True,False,False,1.1220360176116304
3918,Leonardo Mafra,Record: 13-4-0,70.0,155.0,70.0,1989-04-25,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4,13,0,4,36,True,False,False,0.7558271634533051
3920,Liudvik Sholinian,Record: 9-4-1,70.0,135.0,71.0,1990-01-20,2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0,9,1,4,35,True,False,False,-0.6388849905918618
3921,Juancamilo Ronderos,Record: 4-2-0,63.0,125.0,64.0,1995-02-17,2.18,0.3,2.18,0.63,2.72,0.33,0.0,0.0,4,0,2,30,False,True,False,0.6677281971171427
3922,Westin Wilson,Record: 17-10-0,73.0,145.0,73.0,1989-01-24,1.57,0.31,6.71,0.3,1.57,0.16,0.33,7.9,17,0,10,36,False,True,False,0.43223380971142966
3924,Aljamain Sterling,Record: 25-5-0,67.0,145.0,71.0,1989-07-31,4.45,0.52,2.21,0.59,2.45,0.3,0.44,0.6,25,0,5,36,True,False,False,1.2152425508238494
3926,Rory Singer,Record: 11-9-0,74.0,185.0,77.0,1976-05-28,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,11,0,9,49,True,False,False,0.03197010709881969
3927,Jaqueline Amorim,Record: 10-2-0,63.0,115.0,68.0,1995-06-24,2.43,0.5,2.16,0.54,2.16,0.36,0.0,3.8,10,0,2,30,True,False,False,1.1874495456478247
3928,Yibugele,Record: 24-13-1 (1 NC),67.0,145.0,69.0,1989-11-13,2.87,0.41,5.5,0.54,0.0,0.0,0.81,0.0,24,1,13,36,False,True,False,-0.7406732086232404
3930,Paul Felder,Record: 17-6-0,71.0,155.0,70.0,1984-04-25,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,17,0,6,41,True,False,False,0.1375097365732627
3931,Rick Story,Record: 19-9-0,69.0,170.0,71.0,1984-08-28,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,19,0,9,41,False,True,False,0.6054242891554118
3933,Jessica Eye,Record: 15-11-0 (1 NC),66.0,125.0,66.0,1986-07-27,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,15,0,11,39,True,False,False,0.21561662149487623
3935,Nick Urso,Record: 10-3-0 (1 NC),66.0,125.0,66.0,1985-09-26,3.61,0.45,5.06,0.36,0.0,0.0,0.0,0.0,10,0,3,40,False,True,False,0.0
3938,Tim Credeur,Record: 12-4-0,75.0,185.0,75.0,1977-07-09,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3,12,0,4,48,True,False,False,0.10683903573520097
3939,Michael Chiesa,Record: 19-7-0,73.0,170.0,75.0,1987-12-07,2.03,0.4,1.73,0.57,3.05,0.47,0.67,1.0,19,0,7,38,False,True,False,0.7852142562147663
3940,Cole Province,Record: 6-2-0 (1 NC),69.0,145.0,68.0,1981-01-17,1.47,0.44,2.72,0.43,2.4,0.5,0.83,1.0,6,0,2,44,True,False,False,0.09806504151838905
3941,Thiago Alves,Record: 23-15-0,69.0,170.0,70.0,1983-10-03,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,23,0,15,42,True,False,False,0.23136351258778665
3942,Teemu Packalen,Record: 8-3-0,73.0,155.0,75.0,1987-05-22,2.57,0.54,3.91,0.47,2.31,0.25,1.0,1.5,8,0,3,38,True,False,False,0.19734903646979943
3943,Waldo Cortes Acosta,Record: 16-2-0,76.0,260.0,78.0,1991-10-03,5.55,0.48,3.53,0.55,0.35,0.5,0.72,0.1,16,0,2,34,True,False,False,0.9326124209303616
3944,Anthony Drilich,Record: 8-2-0,65.0,125.0,65.0,1994-03-17,5.8,0.31,5.07,0.4,0.0,0.0,0.55,0.0,8,0,2,31,False,True,False,0.041411522877095784
3945,John Makdessi,Record: 18-9-0,68.0,155.0,68.0,1985-05-03,5.52,0.49,4.15,0.68,0.0,0.0,0.86,0.0,18,0,9,40,True,False,False,0.15615783487946003
3946,Jacob Malkoun,Record: 8-3-0,69.0,185.0,73.0,1995-08-26,3.86,0.56,2.48,0.52,6.62,0.42,0.2,0.4,8,0,3,30,True,False,False,1.215850327136811
3948,Antonio Braga Neto,Record: 9-3-0 (1 NC),75.0,185.0,77.0,1987-10-29,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,9,0,3,38,True,False,False,0.5669883163426076
3949,Mara Romero Borella,Record: 12-9-0 (2 NC),66.0,125.0,69.0,1986-06-03,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,12,0,9,39,True,False,False,0.41606608023182734
3950,Anthony Pettis,Record: 24-10-0,70.0,155.0,72.0,1987-01-27,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,24,0,10,38,True,False,False,0.38742727213654454
3952,Rolando Bedoya,Record: 14-5-0,71.0,155.0,74.0,1997-01-13,6.23,0.47,5.5,0.52,0.0,0.0,0.75,0.2,14,0,5,28,True,False,False,0.12199900156272449
3959,Carlos Eduardo Rocha,Record: 9-4-0,70.0,170.0,73.0,1981-07-12,1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4,9,0,4,44,True,False,False,0.03869830486990073
3960,Bea Malecki,Record: 4-1-0,69.0,135.0,74.0,1991-08-23,6.84,0.46,6.96,0.62,0.0,0.0,0.78,1.1,4,0,1,34,True,False,False,0.01981331547922506
3961,Cortney Casey,Record: 10-10-0,67.0,125.0,67.0,1987-05-05,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,10,0,10,38,True,False,False,0.24040663830319278
3966,JunYoung Hong,Record: 13-8-1,69.0,145.0,69.0,1990-12-18,2.1,0.39,2.3,0.48,0.0,0.0,0.35,0.0,13,1,8,35,True,False,False,-0.047536244775627845
3967,Jerrod Sanders,Record: 16-3-0 (1 NC),68.0,135.0,72.0,1979-10-01,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,16,0,3,46,True,False,False,0.16669654151854163
3968,Douglas Silva de Andrade,Record: 29-6-0 (1 NC),67.0,135.0,68.0,1985-06-22,3.54,0.38,3.93,0.57,0.55,0.42,0.72,0.2,29,0,6,40,True,False,False,0.1628300457565622
3969,Freddy Vidal,Record: 4-1-0,75.0,205.0,80.0,1994-05-06,2.7,0.66,2.65,0.26,0.0,0.0,0.6,0.8,4,0,1,31,True,False,False,0.10556102855830941
3970,Lina Lansberg,Record: 10-8-0,67.0,135.0,65.0,1982-03-13,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,10,0,8,43,True,False,False,0.026838330885032256
3971,Nick Ring,Record: 14-4-0,72.0,185.0,74.0,1979-02-10,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3,14,0,4,46,False,True,False,0.10805221697457616
3973,Vik Grujic,Record: 6-6-0,71.0,170.0,73.0,1977-02-06,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4,6,0,6,48,True,False,False,0.037831201639516455
3979,Karen Darabedyan,Record: 13-6-0,67.0,155.0,68.0,1986-12-18,3.43,0.51,2.62,0.67,2.14,0.75,0.0,0.0,13,0,6,39,True,False,False,0.5331287568295051
3981,Jeff Hougland,Record: 10-6-0,67.0,135.0,68.0,1978-08-02,1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1,10,0,6,47,True,False,False,0.07307810388001079
3982,Rodrigo Lidio,Record: 12-3-0,71.0,155.0,73.0,1989-07-07,0.97,0.5,0.0,1.0,0.0,0.0,0.5,0.0,12,0,3,36,True,False,False,0.14074654563423472
3983,Alex Serdyukov,Record: 8-5-0,74.0,170.0,74.0,1980-05-24,4.94,0.48,3.1,0.46,1.84,0.55,0.67,1.8,8,0,5,45,True,False,False,0.22776239027022302
3984,Alptekin Ozkilic,Record: 9-5-0,65.0,125.0,65.0,1986-03-27,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,9,0,5,39,True,False,False,0.2273352530682043
3985,Matt Serra,Record: 11-7-0,66.0,170.0,68.0,1974-06-02,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,11,0,7,51,True,False,False,0.03176458695104507
3988,Trent Miller,Record: 8-3-0,69.0,185.0,72.0,1995-10-31,2.11,0.2,11.23,0.48,0.0,0.0,0.0,0.0,8,0,3,30,True,False,False,0.0
3989,Caol Uno,Record: 33-19-5,67.0,155.0,70.0,1975-05-08,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,33,5,19,50,False,True,False,0.050055388727491955
3990,Jamall Emmers,Record: 22-8-0,70.0,145.0,74.0,1989-07-24,5.1,0.49,3.92,0.57,2.59,0.53,0.81,0.3,22,0,8,36,True,False,False,1.098606257408327
3991,Kalib Starnes,Record: 17-11-1,75.0,185.0,74.0,1975-01-06,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6,17,1,11,50,True,False,False,0.034038581647402505
3992,Yan Qihui,Record: 25-5-0,63.0,125.0,62.0,1996-10-21,4.38,0.46,5.06,0.54,3.68,0.69,0.62,0.0,25,0,5,29,True,False,False,1.1804767634579758
3993,Deividas Taurosevicius,Record: 17-5-0,69.0,145.0,68.0,1977-08-28,2.13,0.43,1.82,0.59,2.0,0.28,0.5,0.3,17,0,5,48,False,True,False,0.09342327684693248
3996,Goran Reljic,Record: 15-8-0,75.0,205.0,81.0,1984-03-20,1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1,15,0,8,41,False,True,False,0.3317076549115499
4000,Drew Fickett,Record: 42-21-0,70.0,155.0,70.0,1979-12-14,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,42,0,21,46,True,False,False,0.16105847577059218
4001,Mark Hunt,Record: 13-14-1 (1 NC),70.0,265.0,72.0,1974-03-23,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,13,1,14,51,True,False,False,0.018582838001036668
4002,Ramsey Nijem,Record: 9-6-0,71.0,155.0,75.0,1988-04-01,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,9,0,6,37,True,False,False,0.9037034496738331
4005,Daron Cruickshank,Record: 18-10-0 (1 NC),68.0,155.0,72.0,1985-06-11,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,18,0,10,40,False,False,True,0.393253430282924
4006,Marcelo Rojo,Record: 16-10-0,68.0,145.0,71.0,1988-07-02,4.92,0.39,6.42,0.55,0.46,0.5,0.66,0.0,16,0,10,37,True,False,False,-0.039408885014189626
4007,Jinh Yu Frey,Record: 11-10-0,63.0,115.0,65.0,1985-05-20,2.97,0.43,4.23,0.52,1.02,0.36,0.9,0.3,11,0,10,40,False,True,False,0.031150705519180578
4008,Tatsuya Ando,Record: 14-4-1,64.0,145.0,68.0,1990-04-26,0.93,0.19,4.93,0.5,0.0,0.0,0.0,0.0,14,1,4,35,False,True,False,0.0
4011,Abus Magomedov,Record: 28-7-1,74.0,185.0,78.0,1990-09-02,3.07,0.49,3.43,0.55,2.61,0.59,1.0,0.4,28,1,7,35,True,False,False,0.7719998224977517
4014,Rainn Guerrero,Record: 5-2-0,66.0,125.0,65.0,1992-05-13,0.65,0.33,0.87,0.5,3.27,1.0,0.0,0.0,5,0,2,33,True,False,False,0.7573926880110624
4016,James Vick,Record: 13-5-0,75.0,155.0,76.0,1987-02-23,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,13,0,5,38,True,False,False,0.3570395953751854
4017,Khama Worthy,Record: 16-9-0,71.0,155.0,74.0,1986-10-15,4.18,0.48,4.45,0.46,0.0,0.0,0.57,0.7,16,0,9,39,True,False,False,0.01224335433461342
4018,Jan Blachowicz,Record: 29-11-1,74.0,205.0,78.0,1983-02-24,3.44,0.49,3.03,0.52,1.03,0.48,0.69,0.3,29,1,11,42,True,False,False,0.27581630001504764
4020,Terry Martin,Record: 23-11-0,68.0,185.0,71.0,1980-10-10,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0,23,0,11,45,True,False,False,0.17202210184969544
4021,Jamie Mullarkey,Record: 18-8-0,72.0,155.0,74.0,1994-08-17,4.2,0.46,4.34,0.54,2.4,0.29,0.78,0.1,18,0,8,31,True,False,False,0.8573554938295436
4027,Jeremy Larsen,Record: 8-5-0,70.0,145.0,70.0,1984-05-18,4.87,0.48,5.75,0.57,2.49,0.33,0.0,0.0,8,0,5,41,True,False,False,0.3044858344544799
4028,Roque Martinez,Record: 15-8-2,70.0,250.0,72.0,1986-03-04,3.28,0.53,4.9,0.56,0.38,0.5,0.53,0.4,15,2,8,39,True,False,False,0.06048437053125606
4029,Louis Lee Scott,Record: 10-0-0,68.0,135.0,70.0,2000-02-26,5.35,0.58,0.81,0.71,2.43,0.66,1.0,0.0,10,0,0,25,True,False,False,2.33219248899032
4031,Losene Keita,Record: 16-1-0,68.0,145.0,72.0,1997-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1,27,True,False,False,0.0
4033,Francisco Trevino,Record: 13-3-0,69.0,155.0,70.0,1981-12-17,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0,13,0,3,44,True,False,False,0.11659122911405
4034,Marcin Tybura,Record: 27-10-0,75.0,246.0,78.0,1985-11-09,3.59,0.48,3.33,0.55,1.38,0.33,0.75,0.1,27,0,10,40,True,False,False,0.35418368251226856
4036,Montana De La Rosa,Record: 13-9-1,67.0,125.0,68.0,1995-02-14,2.9,0.37,3.39,0.45,1.85,0.33,0.68,0.8,13,1,9,30,True,False,False,0.7405931322044623
4039,Kelvin Gastelum,Record: 21-10-0 (1 NC),69.0,185.0,71.0,1991-10-24,3.67,0.42,3.53,0.57,1.01,0.34,0.6,0.1,21,0,10,34,False,True,False,0.5311194336151117
4040,Mike Santiago,Record: 19-12-0,70.0,145.0,69.0,1989-07-28,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1,19,0,12,36,True,False,False,0.789404294550265
4041,Nathan Coy,Record: 15-7-0,70.0,170.0,69.0,1978-07-24,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0,15,0,7,47,False,True,False,0.16607777374725508
4043,Danni McCormack,Record: 9-2-0,64.0,125.0,62.0,1990-03-15,6.93,0.51,4.53,0.6,6.0,0.42,0.5,2.0,9,0,2,35,False,True,False,1.182591525907527
4044,Daniel Zellhuber,Record: 15-3-0,73.0,155.0,77.0,1999-07-07,5.83,0.39,5.91,0.56,0.15,0.25,0.94,0.1,15,0,3,26,False,False,True,-0.0007386954032795072
4045,Hugo Cunha,Record: 8-2-0,75.0,263.0,79.0,1993-02-04,0.6,0.3,3.01,0.34,0.0,0.0,0.0,0.0,8,0,2,32,True,False,False,0.0
4046,Mirko Filipovic,Record: 35-11-2 (1 NC),74.0,230.0,73.0,1974-09-10,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,35,2,11,51,False,True,False,0.0199460415924866
4048,John Allan,Record: 13-7-0 (1 NC),73.0,205.0,75.0,1993-02-22,3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8,13,0,7,32,True,False,False,0.4339766118522436
4049,Devin Smyth,Record: 4-2-0,70.0,170.0,72.0,1995-07-21,2.6,0.68,6.73,0.25,4.0,0.26,1.0,0.0,4,0,2,30,False,False,True,-0.21938680725365026
4050,Tresean Gore,Record: 6-4-0,72.0,185.0,75.0,1994-06-21,2.76,0.42,7.48,0.4,1.83,0.75,0.88,0.9,6,0,4,31,False,False,True,-0.3139345627904651
4052,Daniel Sarafian,Record: 10-6-0,69.0,185.0,73.0,1982-08-21,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7,10,0,6,43,True,False,False,0.029312689389790977
4053,Kanako Murata,Record: 12-3-0,61.0,115.0,62.0,1993-08-10,2.15,0.56,2.4,0.53,3.38,0.56,1.0,0.8,12,0,3,32,True,False,False,0.9786916627823589
4054,Benoit Saint Denis,Record: 16-3-0 (1 NC),71.0,155.0,73.0,1995-12-18,5.07,0.55,4.21,0.42,4.33,0.37,0.7,1.6,16,0,3,30,False,True,False,1.6432619975943072
4055,Pat Pytlik,Record: 9-2-0,72.0,170.0,73.0,1989-04-24,3.12,0.56,4.56,0.22,0.0,0.0,0.33,0.0,9,0,2,36,True,False,False,-0.15820129598163113
4056,Jeremy Horn,Record: 91-22-5 (1 NC),73.0,185.0,74.0,1975-08-25,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,91,5,22,50,True,False,False,0.05696153612285845
4058,George Mangos,Record: 7-1-0,70.0,145.0,70.0,2003-08-19,0.93,0.51,0.27,0.77,0.0,0.0,0.0,2.0,7,0,1,22,False,False,True,0.3431168228123675
4062,Zachary Borrego,Record: 3-1-0,74.0,185.0,78.0,1996-07-18,0.0,0.0,1.94,0.33,0.0,0.0,0.0,0.0,3,0,1,29,False,False,True,0.0
4064,Josh Barnett,Record: 35-8-0,75.0,250.0,78.0,1977-11-10,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,35,0,8,48,True,False,False,0.13050140103508834
4068,Brian Stann,Record: 12-6-0,73.0,205.0,74.0,1980-09-24,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,12,0,6,45,True,False,False,0.052599273235128884
